label,n_episodes,unconditioned,conditioned,ci_low,ci_high,controls
AHU-1 static pressure -> fan frequency,15,-0.011004713488474205,0.07042989000376192,-0.36986987125889104,0.588885664332504,['outdoor_weather_station__drybulb_temperature']
AHU-2 static pressure -> fan frequency,30,0.300312925193274,0.23387207357603715,-0.1747434908816128,0.5477038301542424,['outdoor_weather_station__drybulb_temperature']
