ahu,n,n_non_null,k_predicted,k_slope_origin,ci_low,ci_high,r2,k_ratio_of_sums,k_median_ratio,ols_slope,ols_intercept_kw,observed_kwh_th,predicted_kwh_th
1,2679,8650,0.038759259259259264,0.03882753964997827,0.038631009420198356,0.039029126310591904,0.9362443670186805,0.039349655428242016,0.041606502601446035,0.03628466919672992,1.0608520510887498,9121.7874525,8984.925558599765
2,2677,8650,0.038759259259259264,0.03991683006252166,0.03977553968672245,0.040053380234980916,0.9670963168890219,0.04018644970590059,0.04160112614736288,0.03873669621528049,0.5173067302880835,9596.701475000002,9255.882100195224
