ahu,zones,k_median,tau_euler_h,tau_exact_h,tau_exact_debiased_h,tau_exact_iqr_low_h,tau_exact_iqr_high_h,technique_tau_h,ratio_technique_over_this,sigma_eps_median_k,eiv_bias_in_k_median,r2_uncentred_median,r2_centred_median
1,24,0.2326616154167042,1.0747092877283992,0.9441983266289864,0.9505683878350166,0.8262497396880337,1.1507091492115833,2.5,2.6477488145161168,0.031828950036526665,0.002789990137666295,0.8293416365573725,0.7655428658443885
2,27,0.22200470320754484,1.1261022689518576,0.9958778620509238,0.9961131382778385,0.9316416272270053,1.1154615179420997,2.5,2.5103480007593175,0.005714974195941816,6.691741668545259e-05,0.8685565925804258,0.812456470805424
