ahu,zones,stage1_window_disjoint,stage1_window_technique,plateau_window,k_disjoint,k_overlapping,k_inflation_from_overlap,tau_exact_disjoint_h,tau_exact_overlapping_h,k_previous_night_tm,tau_exact_previous_night_tm_h,tau_euler_previous_night_tm_h,r2_uncentred_disjoint,r2_uncentred_overlapping,r2_uncentred_previous_night_tm
1,24,18:00-20:59,18:00-22:59,21:00-05:59,0.2326616154167042,0.2266446816559039,0.974138691721779,0.9441983266289864,0.9726996581012197,0.10778672697837399,2.192080744219594,2.3194562765675126,0.8293416365573725,0.8035390800477704,0.5137067878142128
2,27,18:00-20:59,18:00-22:59,21:00-05:59,0.22200470320754484,0.22005207165309407,0.991204548704424,0.9958778620509238,1.0059223879499344,0.0977234343650578,2.431098011487132,2.5582400129951894,0.8685565925804258,0.8475323160403807,0.557710147499118
