ahu,n,phi0,phi1,r2,sigma,damper_mean_pct,damper_sd_pct,damper_min_pct,damper_max_pct,phi_median,share_phi_in_unit_interval,corr_damper_phi
1,2586,1.7294310728217241,-0.017921868828548113,0.2274462646544666,0.29289166716088966,88.29514180201082,8.864020915600367,22.7462,100.0,0.05575908447916389,0.7436194895591647,-0.4769132674338875
2,2572,1.2123547546387425,-0.013231947006925163,0.0798078181314893,0.33887924498742467,86.59836251944013,7.539381972811463,22.6667,100.0,-0.048020869682033826,0.333203732503888,-0.2825027754403291
