ahu,at,hour,direction,d_sat_sp_k,d_t_sa_k,ratio,n_control,n_treated,startup
1,2026-07-23 13:15:00,13,down,-0.5249999999999986,-0.3736625000000018,0.7117380952381006,8,8,False
1,2026-07-23 15:00:00,15,up,0.7214124999999996,-0.030974999999997976,-0.04293660007277112,8,8,False
1,2026-07-23 16:00:00,16,up,0.5863375000000026,0.11036249999999725,0.1882235060865061,8,6,False
1,2026-07-24 10:00:00,10,down,-0.29266249999999516,1.2602499999999992,-4.306154700380199,8,8,False
1,2026-07-24 10:15:00,10,down,-0.28232500000000016,1.0494249999999994,-3.717081377844678,8,8,False
1,2026-07-24 11:00:00,11,down,-0.28757500000000036,0.26368749999999963,-0.9169347126836453,8,8,False
1,2026-07-27 09:00:00,9,up,1.0748374999999974,1.931000000000001,1.796550641376027,8,8,False
1,2026-08-04 09:00:00,9,up,0.6574999999999989,1.1465285714285685,1.7437696903856585,7,8,False
1,2026-08-04 11:00:00,11,down,-0.4150000000000027,-0.01632500000000192,0.039337349397594736,8,8,False
1,2026-08-05 09:00:00,9,up,0.8599999999999994,1.5349392857142838,1.784813122923587,7,8,False
1,2026-08-05 11:00:00,11,down,-0.3200000000000003,-0.0863250000000022,0.26976562500000667,8,8,False
1,2026-08-07 14:00:00,14,down,-0.4799999999999969,0.14123749999999902,-0.29424479166666656,8,8,False
1,2026-08-10 09:00:00,9,up,1.0399999999999991,2.3783250000000002,2.286850961538464,8,8,False
1,2026-08-11 09:00:00,9,up,1.0899999999999999,1.4517178571428566,1.3318512450851898,7,8,False
1,2026-08-17 09:00:00,9,up,1.1000000000000014,1.6403125000000003,1.49119318181818,8,8,False
1,2026-08-18 09:00:00,9,up,0.9499999999999993,1.6522250000000014,1.7391842105263184,7,8,False
1,2026-08-18 12:00:00,12,down,-0.804337499999999,-0.45863750000000003,0.5702052931760617,8,8,False
1,2026-08-18 13:00:00,13,down,-0.7309124999999987,-0.5063124999999999,0.6927128760282535,8,8,False
1,2026-08-19 09:00:00,9,up,0.9699999999999989,1.5158771428571427,1.5627599410898396,7,8,False
1,2026-08-21 10:00:00,10,down,-0.21999999999999886,0.5706500000000005,-2.5938636363636522,8,8,False
2,2026-05-19 09:00:00,9,up,1.131999999999998,-1.1134232142857172,-0.9835894119131796,7,8,False
2,2026-05-19 09:15:00,9,up,0.9807500000000005,-1.8371875000000006,-1.87324751465715,8,8,False
2,2026-05-19 10:15:00,10,up,0.3412500000000023,-4.358737499999998,-12.772857142857053,8,8,False
2,2026-05-19 11:15:00,11,down,-0.44450000000000145,-4.2427125,9.544910011248563,8,8,False
2,2026-05-19 12:15:00,12,down,-0.5612500000000011,-1.9752500000000008,3.5193763919821768,8,8,False
2,2026-05-19 14:45:00,14,up,0.3500000000000014,0.039091250000000244,0.11168928571428596,8,8,False
2,2026-05-22 09:00:00,9,up,0.4876428571428555,0.5467124999999999,1.1211330013182987,7,8,False
2,2026-05-22 14:45:00,14,up,2.6000000000000014,-0.5784124999999989,-0.2224663461538456,8,8,False
2,2026-05-22 15:00:00,15,up,2.405000000000001,-1.0205999999999982,-0.4243659043659034,8,8,False
2,2026-05-25 09:00:00,9,up,0.3303375000000024,2.597530000000001,7.863261058765602,8,8,False
2,2026-05-25 10:15:00,10,down,-0.15733750000000057,1.3770375000000001,-8.752125208548472,8,8,False
2,2026-05-26 09:00:00,9,up,0.3434714285714229,1.3195017857142872,3.841663893856908,7,8,False
2,2026-05-28 09:00:00,9,down,-0.2138839285714269,-0.03289285714285839,0.15378835316218611,7,8,False
2,2026-05-28 09:15:00,9,down,-0.28116250000000065,-0.09657499999999963,0.34348463966567166,8,8,False
2,2026-05-28 11:15:00,11,down,-0.3383375000000015,0.11393749999999869,-0.33675693649092453,8,8,False
2,2026-05-29 09:00:00,9,up,0.6971428571428575,-0.15415000000000134,-0.22111680327869032,7,8,False
2,2026-05-29 13:30:00,13,down,-0.7071375000000018,0.7533250000000002,-1.065316151384983,8,8,False
2,2026-06-01 09:00:00,9,up,1.009999999999998,-3.8125,-3.7747524752475323,4,8,False
2,2026-06-01 13:00:00,13,down,-0.4700000000000024,-0.7888374999999996,1.6783776595744586,8,8,False
2,2026-06-02 09:00:00,9,up,0.4935749999999999,1.746175000000001,3.5378108696753308,8,8,False
2,2026-06-04 15:15:00,15,down,-0.16108750000000072,0.11349999999999838,-0.704586016916259,8,8,False
2,2026-06-05 09:00:00,9,up,0.5917571428571406,0.2727749999999993,0.4609576805156561,7,8,False
2,2026-06-05 15:30:00,15,up,0.46999999999999886,0.6874875000000031,1.4627393617021378,8,8,False
2,2026-06-08 09:00:00,9,up,0.45175000000000054,2.2329250000000016,4.942833425567236,8,8,False
2,2026-06-08 14:00:00,14,down,-0.2638250000000042,-0.4764000000000017,1.805742442907208,8,8,False
2,2026-06-09 09:00:00,9,up,0.46000000000000085,2.055910714285714,4.469371118012414,7,8,False
2,2026-06-11 16:30:00,16,up,0.35653750000000173,0.3756625000000007,1.0536409213617048,8,4,False
2,2026-06-12 09:00:00,9,up,0.5805142857142869,0.732133928571427,1.261181587754695,7,8,False
2,2026-06-12 13:00:00,13,down,-0.3999999999999986,0.001562499999998579,-0.003906249999996461,8,8,False
2,2026-06-19 09:00:00,9,up,2.4399999999999977,1.219244642857138,0.4996904274004668,7,8,False
2,2026-06-19 09:15:00,9,up,2.369162499999998,1.2572249999999983,0.5306622065814394,8,8,False
2,2026-06-19 09:30:00,9,up,2.224162500000002,1.8043000000000031,0.8112266976895804,8,8,False
2,2026-06-22 09:00:00,9,up,0.6000000000000014,0.5836500000000022,0.9727500000000014,8,8,False
2,2026-06-23 09:00:00,9,up,0.42357142857142804,0.7342696428571447,1.7335202360876962,7,8,False
2,2026-06-23 13:00:00,13,down,-0.3099999999999987,-0.37801250000000053,1.2193951612903293,8,8,False
2,2026-06-24 10:00:00,10,down,-0.4299999999999997,-0.5166250000000012,1.2014534883720966,8,8,False
2,2026-06-25 14:00:00,14,down,-0.5500000000000007,-0.24873749999999717,0.45224999999999427,8,8,False
2,2026-06-25 14:15:00,14,down,-0.5235625000000006,-0.31796249999999304,0.6073057180374696,8,8,False
2,2026-06-26 09:00:00,9,up,0.366142857142858,0.0762232142857151,0.20817889192352887,7,8,False
2,2026-06-26 11:00:00,11,down,-0.29999999999999716,-0.8212374999999987,2.737458333333355,8,8,False
2,2026-06-29 09:00:00,9,up,0.8433624999999978,3.076525,3.6479271961938173,8,8,False
2,2026-06-29 11:15:00,11,down,-0.2921124999999982,0.26687499999999886,-0.9136034918053849,8,8,False
2,2026-06-30 09:00:00,9,up,1.0199999999999996,1.1191910714285687,1.0972461484593814,7,8,False
2,2026-06-30 14:15:00,14,down,-0.44767500000000027,0.045787499999999426,-0.10227843859942905,8,8,False
2,2026-07-02 11:00:00,11,down,-0.49278750000000215,-0.19936249999999944,0.4045607893869032,8,8,False
2,2026-07-03 09:00:00,9,up,1.2439999999999998,1.3396089285714297,1.0768560519062942,7,8,False
2,2026-07-06 09:00:00,9,up,1.2074999999999996,1.9631499999999988,1.625797101449275,8,8,False
2,2026-07-06 11:00:00,11,down,-0.5300000000000011,0.5351749999999988,-1.009764150943392,8,8,False
2,2026-07-06 15:45:00,15,up,0.6000000000000014,-0.056941071428569856,-0.09490178571428287,8,7,False
2,2026-07-06 16:00:00,16,up,0.5500000000000007,-0.14615000000000045,-0.2657272727272732,8,6,False
2,2026-07-07 09:00:00,9,up,0.8000000000000007,2.4762278571428578,3.0952848214285695,7,8,False
2,2026-07-10 09:00:00,9,up,0.5552500000000009,2.725258333333331,4.908164490469746,6,8,False
2,2026-07-10 12:00:00,12,down,-0.30774999999999864,-0.6333999999999982,2.0581640942323345,8,8,False
2,2026-07-10 16:00:00,16,up,0.42999999999999616,0.49271249999999966,1.1458430232558234,8,6,False
2,2026-07-13 09:00:00,9,up,1.4299999999999997,1.3115125000000027,0.9171416083916105,8,8,False
2,2026-07-14 09:00:00,9,up,1.6799999999999997,1.8934785714285773,1.1270705782312962,7,8,False
2,2026-07-16 14:00:00,14,down,-0.317499999999999,-0.0783375000000035,0.24673228346457873,8,8,False
2,2026-07-16 16:00:00,16,up,0.4099999999999966,-0.054841666666671784,-0.13376016260163962,8,6,False
2,2026-07-17 09:00:00,9,up,1.0647571428571432,0.5025000000000048,0.47193860437658924,7,8,False
2,2026-07-20 09:00:00,9,up,0.7300000000000004,1.0259,1.405342465753424,8,8,False
2,2026-07-21 09:00:00,9,up,0.9491428571428564,0.8317857142857115,0.8763546056592392,7,8,False
2,2026-07-23 13:00:00,13,down,-0.6700000000000017,-0.21391249999999928,0.3192723880596996,8,8,False
2,2026-07-23 16:00:00,16,up,1.2143375000000027,1.8502374999999969,1.5236600203814776,8,6,False
2,2026-07-23 16:30:00,16,up,0.9893375000000013,0.940412499999999,0.9505477150113057,8,4,False
2,2026-07-24 09:00:00,9,up,0.7689571428571433,0.9812571428571442,1.2760882085198886,7,8,False
2,2026-07-27 09:00:00,9,up,1.2899999999999991,2.0823124999999987,1.6141957364341086,8,8,False
2,2026-07-27 12:00:00,12,down,-0.5799999999999983,-0.6663374999999974,1.1488577586206885,8,8,False
2,2026-07-27 12:15:00,12,down,-0.5558374999999991,-0.5212624999999989,0.9377965682416168,8,8,False
2,2026-08-04 09:00:00,9,up,0.5450000000000017,0.8647500000000008,1.5866972477064185,7,8,False
2,2026-08-04 11:00:00,11,down,-0.3000000000000007,-0.7389124999999979,2.463041666666654,8,8,False
2,2026-08-06 11:00:00,11,down,-0.746500000000001,-1.2465750000000035,1.6698928332217036,8,8,False
2,2026-08-06 12:00:00,12,down,-0.6024999999999991,-1.0815875000000013,1.795165975103739,8,8,False
2,2026-08-07 09:00:00,9,up,0.8119714285714288,0.8207892857142873,1.010859812097542,7,8,False
2,2026-08-07 10:00:00,10,up,0.1650000000000027,0.6328750000000021,3.8356060606060103,8,8,False
2,2026-08-07 14:00:00,14,down,-0.360000000000003,0.1153999999999975,-0.320555555555546,8,8,False
2,2026-08-10 09:00:00,9,up,0.8520000000000003,2.639650000000003,3.0981807511737114,8,8,False
2,2026-08-10 10:00:00,10,up,0.23799999999999955,0.8400874999999992,3.5297794117647094,8,8,False
2,2026-08-11 09:00:00,9,up,1.3325714285714305,1.635535714285714,1.2273531303602039,7,8,False
2,2026-08-13 10:30:00,10,down,-0.708000000000002,-0.6113249999999972,0.8634533898305021,8,8,False
2,2026-08-13 14:45:00,14,up,0.6000000000000014,0.5322250000000004,0.8870416666666652,8,8,False
2,2026-08-14 09:00:00,9,up,0.7898142857142858,0.6002142857142854,0.7599435672038629,7,8,False
2,2026-08-14 11:00:00,11,down,-0.5715000000000003,-0.0858500000000042,0.1502187226596748,8,8,False
2,2026-08-17 09:00:00,9,up,1.370000000000001,1.4381125000000008,1.0497171532846714,8,8,False
2,2026-08-18 09:00:00,9,up,0.7100000000000009,0.0721857142857143,0.10167002012072424,7,8,False
2,2026-08-18 12:00:00,12,down,-0.33000000000000185,4.2091625,-12.755037878787807,8,8,False
2,2026-08-18 15:00:00,15,up,0.3100000000000023,0.2216875000000016,0.7151209677419353,8,8,False
2,2026-08-21 09:00:00,9,up,0.9518999999999984,0.3821792857142867,0.40149100295649476,7,8,False
