timestamp,hz,kw,cube,mask_on-hours,mask_outage,mask_override,mask_settling,in_evaluation,in_analysis,in_no_settling,in_all_usable
2026-05-18 12:00:00+07:00,35.075,2.775,0.345209728375,True,True,True,True,True,True,True,True
2026-05-18 12:15:00+07:00,35.5427,2.9,0.359204058265916,True,True,True,False,False,False,True,True
2026-05-18 12:30:00+07:00,36.1773,2.96,0.3787899438783754,True,True,True,False,False,False,True,True
2026-05-18 12:45:00+07:00,34.55,2.72667,0.3299393709999999,True,True,True,False,False,False,True,True
2026-05-18 13:00:00+07:00,34.8223,2.83077,0.33780210003332456,True,True,True,False,False,False,True,True
2026-05-18 13:15:00+07:00,36.6979,3.18571,0.39537902462825375,True,True,True,False,False,False,True,True
2026-05-18 13:30:00+07:00,36.6913,3.09333,0.39516574003048394,True,True,True,False,False,False,True,True
2026-05-18 13:45:00+07:00,37.326,3.3,0.41602970625580793,True,True,True,False,False,False,True,True
2026-05-18 14:00:00+07:00,37.2333,3.27333,0.4129377392404004,True,True,True,False,False,False,True,True
2026-05-18 14:15:00+07:00,37.4807,3.36667,0.42122396018348757,True,True,True,False,False,False,True,True
2026-05-18 14:30:00+07:00,37.178,3.24667,0.411100548510016,True,True,True,False,False,False,True,True
2026-05-18 14:45:00+07:00,37.3307,3.30667,0.41618688242052354,True,True,True,False,False,False,True,True
2026-05-18 15:00:00+07:00,37.264,3.26667,0.4139600212459521,True,True,True,False,False,False,True,True
2026-05-18 15:15:00+07:00,37.1233,3.26,0.4092886599624506,True,True,True,True,True,True,True,True
2026-05-18 15:30:00+07:00,37.2727,3.24,0.41425002981283676,True,True,True,True,True,True,True,True
2026-05-18 15:45:00+07:00,37.1367,3.24667,0.40973202959430294,True,True,True,True,True,True,True,True
2026-05-18 16:00:00+07:00,36.7467,3.17333,0.39695842005469245,True,True,True,True,True,True,True,True
2026-05-18 16:15:00+07:00,36.9473,3.21333,0.4034949538626145,True,True,True,True,True,True,True,True
2026-05-18 16:30:00+07:00,37.2887,3.27333,0.4147837324485447,True,True,True,True,True,True,True,True
2026-05-18 16:45:00+07:00,37.1413,3.23333,0.40988430490193595,True,True,True,True,True,True,True,True
2026-05-18 17:00:00+07:00,36.664,3.06667,0.3942843321835521,True,True,True,False,False,False,True,True
2026-05-18 17:15:00+07:00,35.686,2.96,0.36356628327084806,True,True,True,False,False,False,True,True
2026-05-18 17:30:00+07:00,36.1293,2.96667,0.37728420926896616,True,True,True,False,False,False,True,True
2026-05-18 17:45:00+07:00,30.386,2.28,0.22444533721964804,True,True,True,False,False,False,True,True
2026-05-19 07:15:00+07:00,47.8213,6.32,0.8748913467584768,True,True,True,False,False,False,True,True
2026-05-19 07:30:00+07:00,43.9587,5.25333,0.67955483744508,True,True,True,False,False,False,True,True
2026-05-19 07:45:00+07:00,39.6447,3.82667,0.49847730974725296,True,True,True,False,False,False,True,True
2026-05-19 08:00:00+07:00,37.3127,3.24,0.415585145595195,True,True,True,False,False,False,True,True
2026-05-19 08:15:00+07:00,34.9973,2.94,0.34292062612344265,True,True,True,False,False,False,True,True
2026-05-19 08:30:00+07:00,34.9093,2.81333,0.340340324282459,True,True,True,False,False,False,True,True
2026-05-19 08:45:00+07:00,35.4633,2.87333,0.35680211895483305,True,True,True,False,False,False,True,True
2026-05-19 09:00:00+07:00,34.8587,2.74667,0.33886252861038396,True,True,True,False,False,False,True,True
2026-05-19 09:15:00+07:00,35.5927,2.96,0.36072213205586384,True,True,True,False,False,False,True,True
2026-05-19 09:30:00+07:00,35.6473,2.90667,0.36238474745916666,True,True,True,False,False,False,True,True
2026-05-19 09:45:00+07:00,35.964,2.98,0.37212937537075186,True,True,True,False,False,False,True,True
2026-05-19 10:00:00+07:00,36.0627,2.99333,0.375201619406495,True,True,True,True,True,True,True,True
2026-05-19 10:15:00+07:00,36.2713,3.03333,0.38175026853760863,True,True,True,True,True,True,True,True
2026-05-19 10:30:00+07:00,36.0773,2.98667,0.3756575055456794,True,True,True,True,True,True,True,True
2026-05-19 10:45:00+07:00,36.4307,3.07333,0.38680540611873954,True,True,True,True,True,True,True,True
2026-05-19 11:00:00+07:00,35.7553,2.94,0.36568846865241106,True,True,True,True,True,True,True,True
2026-05-19 11:15:00+07:00,33.8853,2.62,0.31126048649741184,True,True,True,False,False,False,True,True
2026-05-19 11:30:00+07:00,33.9427,2.6,0.31284494645957994,True,True,True,False,False,False,True,True
2026-05-19 11:45:00+07:00,34.2913,2.68,0.32258326719074004,True,True,True,False,False,False,True,True
2026-05-19 12:00:00+07:00,34.0453,2.64667,0.3156904784491173,True,True,True,False,False,False,True,True
2026-05-19 12:15:00+07:00,34.2075,2.75,0.32022408537337504,True,True,True,False,False,False,True,True
2026-05-19 12:30:00+07:00,33.9707,2.65333,0.31361980112660987,True,True,True,False,False,False,True,True
2026-05-19 12:45:00+07:00,34.4253,2.70667,0.32637973677985815,True,True,True,False,False,False,True,True
2026-05-19 13:00:00+07:00,34.0007,2.62667,0.31445142119984276,True,True,True,False,False,False,True,True
2026-05-19 13:15:00+07:00,33.7327,2.60667,0.30707417863347825,True,True,True,False,False,False,True,True
2026-05-19 13:30:00+07:00,34.05,2.63333,0.3158212409999999,True,True,True,False,False,False,True,True
2026-05-19 13:45:00+07:00,34.122,2.62667,0.31782892787078404,True,True,True,False,False,False,True,True
2026-05-19 14:00:00+07:00,34.3567,2.67333,0.324432471547722,True,True,True,False,False,False,True,True
