policy,date,day_index,t,hour,scored,T_oa,T_wb,occ,fan_kwh,coil_kwh_th,elec_cop3_kwh,elec_cop4_kwh,elec_cop5_kwh,P_fan_kw,P_fan_ahu1,P_fan_ahu2,air_m3h,T_zone_mean,T_zone_p95,T_zone_max,T_sp_mean,comfort_excess_sum_k,comfort_excess_max_k,n_zones_over,track_dev_sum_k,track_abs_mean_k,track_signed_mean_k,track_rmse_k,n_too_cold,n_too_warm,n_in_band,cost_comfort,cost_comfort_one_sided,cost_comfort_two_sided,cost_vent,T_sa_ahu1,T_sa_ahu2
as_operated,2026-08-04,67,17,4.25,False,28.333333333333332,23.82222222222222,0.02815935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.598380290827972,25.082535540347024,26.12126223781999,24.05849056603774,12.267451102242589,2.649737235007443,19,49.267802207954844,1.3597419051691446,-0.46011027520976266,1.817789321061078,20,18,15,0.0,0.0,0.0,0.0,16.173121206303666,15.935883703646034
as_operated,2026-08-04,67,18,4.5,False,28.333333333333332,23.82222222222222,0.049999925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.591863633555167,25.074078088287518,26.10770321520283,24.05849056603774,12.155324806192532,2.621262237819991,18,49.28107096011851,1.3604722785573702,-0.46662693248256665,1.8194818786495033,21,18,14,0.0,0.0,0.0,0.0,13.258560575946486,14.463668250087288
as_operated,2026-08-04,67,19,4.75,False,28.333333333333332,23.82222222222222,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.58387522651717,25.067123659652434,26.086847699239907,24.05849056603774,12.058145544969051,2.6077032152028288,18,49.34478106864715,1.3615260329769308,-0.4746153395205656,1.8222772141679766,21,18,14,0.0,0.0,0.0,0.0,14.652917903707458,18.925046508398964
as_operated,2026-08-04,67,20,5.0,False,28.20988888888889,23.88394444444445,0.1083335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.577622450969038,25.061837754158905,26.075634394038826,24.05849056603774,11.953561952834981,2.5868476992399074,18,49.45409755011805,1.3625458270100959,-0.48086811506869886,1.8246384958480155,21,18,14,0.0,0.0,0.0,0.0,16.37036738410912,14.455277943390104
as_operated,2026-08-04,67,21,5.25,False,28.111111111111107,23.93333333333333,0.162179675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.570151527199737,25.054454127255376,26.071062735953046,24.05849056603774,11.872748799482832,2.5756343940388255,18,49.545905834428055,1.3638850285178683,-0.48833903883800056,1.8280310205250312,21,18,14,0.0,0.0,0.0,0.0,17.354371041215945,14.356707177260486
as_operated,2026-08-04,67,22,5.5,False,28.111111111111107,23.93333333333333,0.183333425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.56339111711269,25.047229747652963,26.069216387840278,24.05849056603774,11.785749548410557,2.5710627359530456,18,49.672175971476435,1.3651495982435118,-0.4950994489250508,1.8312224146340144,21,18,14,0.0,0.0,0.0,0.0,16.20417461786556,15.574901368274974
as_operated,2026-08-04,67,23,5.75,False,28.111111111111107,23.93333333333333,0.0511904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.564044689259845,25.048923256677053,26.055162291869532,24.029560377358496,13.24245946213249,2.569216387840278,18,51.32401224587471,1.3942472203154728,-0.4655156880986463,1.860496161143495,21,18,14,0.0,0.0,0.0,0.0,13.88059349606831,12.441020502194641
as_operated,2026-08-04,67,24,6.0,False,27.962944444444442,23.938277777777774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.566482426633833,25.053250651433874,26.038149597264436,24.024528301886797,11.705912388881213,2.5551622918695323,18,47.971157880350376,1.3313179643274202,-0.458045875252959,1.7929872115984207,21,18,14,0.0,0.0,0.0,0.0,15.707665304718788,16.625156758205872
as_operated,2026-08-04,67,25,6.25,False,27.944444444444443,23.93888888888889,0.03165585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.56676742817109,25.054974940477475,26.044613355113576,24.05849056603774,11.722194585014858,2.538149597264436,18,49.722877631797836,1.3654689672665399,-0.49172313786664285,1.8283515043912548,21,18,14,0.0,0.0,0.0,0.0,17.856582996555115,14.034715317947008
as_operated,2026-08-04,67,26,6.5,False,27.944444444444443,23.93888888888889,0.11666660000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.563087513726845,25.05151350561674,26.02526028576542,24.00063018867925,14.784938304982727,2.544613355113576,18,52.781229733747324,1.4240556565065075,-0.4375426749524022,1.8904705434293103,21,18,14,0.0,0.0,0.0,0.0,15.741301035950466,16.629861674219434
as_operated,2026-08-04,67,27,6.75,False,27.944444444444443,23.93888888888889,0.166666675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.557995421152167,25.045826206653395,26.02870794812464,24.05849056603774,11.677537003838196,2.5252602857654196,18,49.78241292578278,1.3671444706365967,-0.5004951448855707,1.8328035097535076,21,18,14,0.0,0.0,0.0,0.0,16.09790339701661,14.930026627573211
as_operated,2026-08-04,67,28,7.0,False,28.191333333333333,24.07777777777778,0.18928567500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.553419129883167,25.039891568426302,26.034320020476326,24.05849056603774,11.624885362768481,2.528707948124641,18,49.87952438204133,1.367938772409192,-0.5050714361545732,1.8349040231854612,21,18,14,0.0,0.0,0.0,0.0,18.391538221855704,17.567862292749314
as_operated,2026-08-04,67,29,7.25,True,28.388888888888886,24.188888888888894,0.30178575,1.46731997591698,7.3848430169916135,3.9289343149141844,3.3135307301648833,2.9442885793153026,5.86927990366792,2.940205067438714,2.929074836229206,15746.581755383126,23.274135819993656,24.664417386999006,25.7396178255799,22.961384905660378,44.094103531119316,3.9839739717584663,26,62.373049766747044,1.5643523273471192,0.31275091433328095,2.053529552102068,16,22,15,163.28323636169517,123.33211032813155,163.28323636169517,0.0,18.77534348226594,18.58383138043582
as_operated,2026-08-04,67,30,7.5,True,28.388888888888886,24.188888888888894,0.44404750000000004,1.46731997591698,7.917815041556331,4.106591656435757,3.4467737363060627,3.050882984228246,5.86927990366792,2.940205067438714,2.929074836229206,14347.391153446802,23.044768135286507,24.329613413669563,25.47970475788321,24.05849056603774,6.32310313677225,2.2396178255798986,12,51.18698790082161,1.4328032334341996,-1.0137224307512263,2.1542858849161894,24,8,21,147.23920457518875,8.171892205756015,147.23920457518875,0.0,17.955926143797967,16.935255181672886
as_operated,2026-08-04,67,31,7.75,True,28.388888888888886,24.188888888888894,0.41071425,1.46731997591698,11.018548097721162,5.140169341824034,4.22195700034727,3.671029595461212,5.86927990366792,2.940205067438714,2.929074836229206,15109.789557113387,22.758730907738478,24.143883275924722,25.064027761354602,23.405415094339624,21.97189487166172,3.513004757883209,20,63.18399635471074,1.6475458173305426,-0.6466841866011477,2.289282274944357,25,18,10,181.62769266199803,34.98789291104618,181.62769266199803,0.0,13.144191694123093,17.363090789579097
as_operated,2026-08-04,67,32,8.0,True,29.1875,24.195833333333333,0.41666675,1.464500187830287,8.798750573194766,4.397417045561876,3.6641878311289786,3.2242503024692404,5.858000751321148,2.940205067438714,2.917795683882434,15200.53483254378,22.66251449746695,24.107189963371663,24.93245496667484,23.271328301886793,19.921645083617253,3.0973277613546024,16,61.9506929036983,1.6179516458366605,-0.6088138044198412,2.1749733136148746,27,16,10,168.3326044570555,33.38875172667336,168.3326044570555,0.0,17.793590752577213,15.87121981773213
as_operated,2026-08-04,67,33,8.25,True,29.666666666666668,24.200000000000003,0.383837,1.46731997591698,10.357495769506121,4.919818565752354,4.05669391829351,3.5388191298182043,5.86927990366792,2.940205067438714,2.929074836229206,14253.690515740718,22.520357124404676,24.051285095520562,24.75194357374199,23.820758490566043,9.26235674285157,1.9818807124861202,8,69.15296466961044,1.8104000029229534,-1.3004013661613643,2.515095203301639,32,7,14,222.43532362611703,14.337788878672027,222.43532362611703,0.0,16.11746773440384,13.925999622968984
as_operated,2026-08-04,67,34,8.5,True,29.666666666666668,24.200000000000003,0.43214274999999996,1.46731997591698,8.369215196318635,4.2570583746898585,3.5596237749966386,3.141163015180707,5.86927990366792,2.940205067438714,2.929074836229206,14385.792368984188,22.499759770251373,24.041741959129727,24.561107621180753,23.7617641509434,9.192233356283687,2.7852435737419903,9,72.58303886524607,1.8011737931698626,-1.262004380692021,2.5360507131764747,30,9,14,280.64881948309966,15.8403575140817,280.64881948309966,0.0,14.918783745651474,18.54745313240861
as_operated,2026-08-04,67,35,8.75,True,29.0,24.58888888888889,0.3035715,1.46731997591698,12.269355222126153,5.557105049959031,4.534658781448519,3.9211910203422105,5.86927990366792,2.940205067438714,2.929074836229206,13868.77046886213,22.289714217739377,23.950952770593595,24.39436910591986,23.937986792452833,1.861051286488781,1.0611076211807529,4,66.83621104331124,1.8453891116959589,-1.6482725747134521,2.7962003286920845,36,4,13,248.50429118448983,1.379150925803154,248.50429118448983,0.0,14.927572894413156,10.732380641206888
as_operated,2026-08-04,67,36,9.0,True,30.37038888888889,24.314833333333336,0.28333325,1.46731997591698,9.40254137127943,4.6015004330101235,3.8179553187368374,3.347828250172866,5.86927990366792,2.940205067438714,2.929074836229206,13696.343874268907,22.30122551106534,23.93331518798949,24.31951190721519,24.05849056603774,1.6690738057898322,0.8943691059198606,4,79.35516421567372,1.9401994844467436,-1.7572650549723987,2.7609342401682664,39,4,10,336.2990902073289,1.04308334605564,336.2990902073289,0.0,16.246024860562475,14.296960935863037
as_operated,2026-08-04,67,37,9.25,True,31.055555555555557,24.177777777777774,0.295238,1.46731997591698,8.573428103157902,4.325129343636281,3.6106770017064553,3.18200559654856,5.86927990366792,2.940205067438714,2.929074836229206,13690.104779414163,22.336599735059615,23.963259052975772,24.279417808584075,24.05849056603774,1.5984471490334364,0.8195119072151904,4,78.48934861083777,1.9021973871636075,-1.7218908309781256,2.6535376697879185,37,4,12,313.78391857711193,0.9192920893434177,313.78391857711193,0.0,15.136960461518308,17.3363927838422
as_operated,2026-08-04,67,38,9.5,True,30.92361111111111,24.259722222222226,0.379487,1.46731997591698,10.409974183553393,4.937311370434777,4.069813521805328,3.5493148126276584,5.86927990366792,2.940205067438714,2.929074836229206,13698.806560556131,22.259660130118636,23.96021295738214,24.264553066666696,24.05849056603774,1.5079205715575021,0.7143806611830072,4,76.79946766944606,1.9709048404187455,-1.7988304359191016,2.7347849530420985,36,4,13,284.9392372953233,0.7657204529303455,284.9392372953233,0.0,12.592654218446839,16.837378026641822
as_operated,2026-08-04,67,39,9.75,True,30.88888888888889,24.36188888888889,0.35238075,1.46731997591698,9.313985388424094,4.571981772058344,3.7958163230230033,3.3301170536017985,5.86927990366792,2.940205067438714,2.929074836229206,13661.66524370066,22.25605164786068,23.928760955737648,24.25818190616364,24.05849056603774,1.30340893087158,0.5276728251656095,4,80.56847683309174,1.9735414333233128,-1.8024389181770577,2.7772679166002288,37,4,12,304.49854789390497,0.5227025396914187,304.49854789390497,0.0,16.38403667613467,14.378644285896247
as_operated,2026-08-04,67,40,10.0,True,32.290111111111116,24.558000000000007,0.276923,1.46731997591698,9.30205126133698,4.568003729695973,3.7928327912512247,3.3277302281843757,5.86927990366792,2.940205067438714,2.929074836229206,13662.291566692189,22.276906369390122,23.93921052756756,24.26879539441667,24.05849056603774,1.2983112559781382,0.5401782898303722,4,80.29455821379136,1.952950564651505,-1.7815841966476167,2.7366206484721163,37,4,12,316.8818015579779,0.5275170908348681,316.8818015579779,0.0,15.613940116876277,15.712631064870033
as_operated,2026-08-04,67,41,10.25,True,32.44444444444444,24.60555555555556,0.209523925,1.46731997591698,5.977658717802664,3.4598728818512017,2.9617346553676462,2.662851719477513,5.86927990366792,2.940205067438714,2.929074836229206,13670.389009877457,22.44148380817733,23.972885798586603,24.291478144419177,24.05849056603774,1.2878831086515916,0.5129596276597432,4,79.25547341723049,1.798215869691093,-1.6170067578604028,2.559020511586446,34,4,15,306.08016038986335,0.509047215533773,306.08016038986335,0.0,20.455346535602587,16.501417299478693
as_operated,2026-08-04,67,42,10.5,True,32.44444444444444,24.60555555555556,0.25673077499999997,1.46731997591698,7.108768071775184,3.8369093331753747,3.244511993860776,2.889073590272017,5.86927990366792,2.940205067438714,2.929074836229206,13751.915656139732,22.501485751706145,24.019097493070213,24.299978566522768,24.05849056603774,1.5088167432570287,0.6952967073664595,4,71.53749271825578,1.7406846074663895,-1.557004814331581,2.4672618283374903,35,4,14,264.26313884835,0.7523658729204472,264.26313884835,0.0,17.069569956568344,18.618945627488074
as_operated,2026-08-04,67,43,10.75,True,32.44444444444444,24.60555555555556,0.222618925,1.46731997591698,7.905758378135431,4.10257276862879,3.4437595704508377,3.048471651544066,5.86927990366792,2.940205067438714,2.929074836229206,13782.771632247444,22.50538026479002,24.039570986755354,24.313992285919426,24.05849056603774,1.5381616333460535,0.6987529961078351,4,69.16583116857674,1.7405909413893734,-1.5531103012477143,2.4886152440316422,35,4,14,242.49989137346523,0.7711827925789931,242.49989137346523,0.0,17.309504685663917,17.010260337683693
as_operated,2026-08-04,67,44,11.0,True,33.513888888888886,24.790277777777778,0.21250000000000002,1.46731997591698,11.26907406901957,5.223677998923503,4.2845884931718725,3.721134789720894,5.86927990366792,2.940205067438714,2.929074836229206,13794.134251657626,22.377669500457248,24.010967434810652,24.327455369816327,24.05849056603774,1.5713985094085672,0.708687064938978,4,69.18879037327365,1.8631876897830792,-1.680821065580488,2.6746642871677557,37,4,12,248.11661152574115,0.7998629337601257,248.11661152574115,0.0,15.079983807488082,13.709860186071165
as_operated,2026-08-04,67,45,11.25,True,33.666666666666664,24.81666666666667,0.22019225,1.46731997591698,9.709025789590399,4.7036619057804465,3.8945764233145796,3.40912513383506,5.86927990366792,2.940205067438714,2.929074836229206,13739.849044646799,22.368474843776102,23.996075099246642,24.33674954965224,24.05849056603774,1.4892803505248828,0.621535379818198,4,74.84896725481337,1.8723967046717434,-1.6900157222616348,2.6700865860015823,37,4,12,292.90041627148196,0.6899773132362026,292.90041627148196,0.0,16.47726558204399,14.744762987513646
as_operated,2026-08-04,67,46,11.5,True,33.666666666666664,24.81666666666667,0.26369075,1.46731997591698,10.566056472215738,4.989338799988893,4.1088340939709145,3.5805312703601277,5.86927990366792,2.940205067438714,2.929074836229206,13731.819711884225,22.321482064866064,23.99027634269025,24.335183389309034,24.05849056603774,1.4877700887453038,0.6134451803105776,4,75.09249532118469,1.9175444378256126,-1.73700850117167,2.7376695207116084,40,4,9,291.19638484933466,0.6856586452354301,291.19638484933466,0.0,16.28586669028537,13.348816655355602
as_operated,2026-08-04,67,47,11.75,True,33.666666666666664,24.81666666666667,0.2575755,1.46731997591698,7.098273357528045,3.833411095092995,3.2418883152989912,2.886974647422589,5.86927990366792,2.940205067438714,2.929074836229206,13859.004288345794,22.446206824805504,23.989692173097122,24.33519340336121,23.961635849056602,1.4614128462175948,0.6028078803442298,4,72.11325461614241,1.7007696952752376,-1.5154290242510964,2.4196801102683105,34,4,15,276.80505534480335,0.664889873332874,276.80505534480335,0.0,19.067682112233268,16.622046475003273
as_operated,2026-08-04,67,48,12.0,True,34.333333333333336,24.81666666666667,0.1075091,1.46731997591698,10.42902564527429,4.943661857675076,4.0745763872355525,3.553125104971838,5.86927990366792,2.940205067438714,2.929074836229206,13759.435831360443,22.383997916599824,24.017221187725955,24.36656941507985,24.05849056603774,1.5793728279903227,0.7149079100011448,4,71.22157587034664,1.859628776816517,-1.6744926494379118,2.6298901471358174,39,4,10,262.7708385773334,0.8149399106724646,262.7708385773334,0.0,15.157307342806835,15.174836060690469
