ahu,quantity,simulated,measured,bias,rmse,n
1,fan power kW,2.9404783508461043,3.0099150390763767,-0.06943668823027305,0.6851349378410575,563
1,supply air degC,17.19901284593497,16.599141758436947,0.5998710874980259,2.947455861312754,563
2,fan power kW,2.8908999674177136,3.2489134813499114,-0.35801351393219727,1.0458971347028228,563
2,supply air degC,16.553282378737716,16.078573303730018,0.4747090750076977,2.9786517707396998,563
0,zone temp degC,22.026775345812585,22.411618189132064,-0.3848428433194772,1.9319863128214423,29334
0,delivered air m3/h,13440.183507813026,13258.450162966252,181.7333448467744,1919.6866254258475,563
