step,episode,return,cost_comfort,cost_vent,fan_kwh,coil_kwh_th,alpha,lam_comfort,lam_vent,date,lam_dr
3552,36,-127.96331294574269,442.02399248550955,0.0,58.56059247274335,274.938627010218,0.3563498854637146,0.6310004550153171,216.60358211894356,2026-06-01 00:00:00,0.8576706797754795
3648,37,0.0,0.0,0.0,0.0,0.0,0.3473949134349823,0.7214204468117131,237.1778121114632,2026-07-12 00:00:00,0.5918113502089987
3744,38,-142.34318368568398,48.80860867756757,0.0,64.2239952538506,308.07541442482864,0.3387707769870758,0.8185214015297517,258.40711133366176,2026-07-16 00:00:00,0.2991350444445955
3840,39,0.0,0.0,0.0,0.0,0.0,0.3304668068885803,0.9376663815453672,283.93542629171475,2026-07-25 00:00:00,0.35674432355633123
3936,40,0.0,0.0,0.0,0.0,0.0,0.322629451751709,1.0862642507984317,314.89110837284676,2026-05-24 00:00:00,0.3879398941895421
4032,41,0.0,0.0,0.0,0.0,0.0,0.31495994329452515,0.9557480562123445,313.3792993504269,2026-05-30 00:00:00,0.6427466760927724
4128,42,-136.59418039149458,161.76278527096167,0.0,65.90797677267037,279.01024628088146,0.30753690004348755,0.839347462440112,308.06647953808164,2026-07-23 00:00:00,0.6757485885216394
4224,43,-176.84800404179208,31.105454650811048,0.0,61.27993645224131,456.99074913300916,0.3001132905483246,0.7508459583357836,302.68385117712745,2026-06-26 00:00:00,0.046186698594904985
4320,44,-143.5903958219667,150.48490630310013,0.0,63.56836467685976,316.9541538807499,0.2927244305610657,0.6796571224295812,297.23759741922845,2026-06-05 00:00:00,0.5826306002328618
4416,45,-141.1478773589331,92.30406553677504,0.0,62.637509875981394,310.83520975171103,0.285697877407074,0.6211601196373139,291.73395878058653,2026-07-10 00:00:00,0.2707812754821043
4512,46,-134.9490391672505,23367.474132978834,0.0,66.74251329048198,268.13148268732186,0.2790185809135437,0.5322740645827987,283.00357645646733,2026-05-19 00:00:00,0.4672166486403989
4608,47,-130.1401375242201,119.77806937428656,0.0,60.92265436024882,272.163568834185,0.2721771001815796,0.5191692311312227,274.10954188869454,2026-07-15 00:00:00,0.6844947776664778
4704,48,-143.0455772781576,89.72396755261681,8.0,61.83786131383977,320.51876959429364,0.26544126868247986,0.5121738838658083,265.39866024269014,2026-07-01 00:00:00,0.2933170222663063
4800,49,0.0,0.0,0.0,0.0,0.0,0.2589268386363983,0.5050405505039746,269.2380724923086,2026-06-07 00:00:00,0.4156557834353064
4896,50,-138.67827182375157,165.4269960782739,0.0,62.75485147386928,299.11953799226393,0.2525619864463806,0.49746543278627153,274.80629337017496,2026-07-23 00:00:00,0.29181869199333077
4992,51,0.0,0.0,0.0,0.0,0.0,0.24645587801933289,0.4902043200918387,280.88957357554676,2026-06-07 00:00:00,0.0360460663130272
5088,52,0.0,0.0,0.0,0.0,0.0,0.24063414335250854,0.48286368750639724,287.55255274903203,2026-06-27 00:00:00,0.1766719917032319
5184,53,-140.66194387242246,129.7317650379582,0.0,66.92074625994012,292.3896846339624,0.23520489037036896,0.4752230107601257,294.870741921748,2026-07-17 00:00:00,0.34414062805250156
5280,54,-139.83287340802133,266.5899662232966,0.0,52.251187008261965,346.14612513167253,0.2301073521375656,0.46784043382010965,302.9327383847598,2026-06-30 00:00:00,0.7695744354700403
5376,55,-134.1208666429075,105.52445991226418,0.0,55.41478424048996,310.7171536311785,0.225206196308136,0.4597683627549645,311.84306503516194,2026-07-15 00:00:00,0.5855268044701936
5472,56,-143.16050154316562,117.55597008313117,0.0,63.03317641876629,316.2608896157699,0.22042766213417053,0.45114676268286735,321.7257468668917,2026-07-22 00:00:00,0.40002333480378294
5568,57,-153.11914035008655,258.8403088584412,0.0,62.77717427347412,357.35141836307633,0.21553635597229004,0.44141403353742265,332.7288454858302,2026-07-21 00:00:00,0.4172680752893092
5664,58,0.0,0.0,0.0,0.0,0.0,0.21067221462726593,0.43236186922710584,345.03024649680657,2026-07-28 00:00:00,0.7962089306848016
5760,59,-139.710119059176,101.32916418401385,0.0,64.67137257564775,297.3256533760226,0.2058180272579193,0.423202902421293,358.84509527895653,2026-05-28 00:00:00,0.4429635717954282
5856,60,-137.03931689317434,144.40404549640385,0.0,57.2617079723966,317.0208712663672,0.20114676654338837,0.41432042796618357,374.4354139121347,2026-06-24 00:00:00,0.41170496301284165
5952,61,-137.2432893053427,277.21568360516886,0.0,58.22532816027828,313.0070921087412,0.19682906568050385,0.40589490391627375,392.1226190874933,2026-07-21 00:00:00,0.7337307559843437
6048,62,0.0,0.0,0.0,0.0,0.0,0.192303866147995,0.3983507766467486,412.30391506599597,2026-05-30 00:00:00,0.6646023925807332
6144,63,-173.34153577119784,42.082440223577855,0.0,65.2099930799826,429.2286007478212,0.18825416266918182,0.3903193054207007,435.4738789080567,2026-07-16 00:00:00,0.05856043449120529
6240,64,-151.8346049727218,309.89616780461944,0.0,68.04299112411758,330.1611688436071,0.1844043731689453,0.38223208409888465,462.25301272417374,2026-07-13 00:00:00,0.7831570222231815
6336,65,-140.90397256251757,165.59155113144485,0.0,64.98719756802114,299.4973619108308,0.1804458200931549,0.3746300827983629,493.42563540369264,2026-07-23 00:00:00,0.8211837514704463
6432,66,-137.55457397179163,23329.968213331824,0.0,66.36087369059854,280.90451232865047,0.17692525684833527,0.3672755539911752,529.9902420882704,2026-05-19 00:00:00,0.4905887896591338
6528,67,-152.46262748093514,24.114676623391404,0.0,67.6098013426331,335.51438836138817,0.17316897213459015,0.359779920302498,573.2263668373868,2026-06-18 00:00:00,0.620573383283456
6624,68,-165.7148100262498,31.91593852489764,0.0,67.44518750987638,389.11930739143867,0.16953320801258087,0.3519299782154162,624.78298240092,2026-07-24 00:00:00,0.11934338836756142
6720,69,-136.96703455998042,24.393756627046127,0.0,56.51931407951269,317.94331103429545,0.16588835418224335,0.3438535698442633,552.3885226798794,2026-05-26 00:00:00,0.7997301067259925
6816,70,-140.65307924952089,98.33737434982305,0.0,61.081284513472234,315.69380658980384,0.16242240369319916,0.33585029244075937,488.5268854378472,2026-06-23 00:00:00,0.8727293993940093
6912,71,-154.19064240359052,350.38104435761704,0.0,61.64854868279606,366.24382508222425,0.1590743213891983,0.32765793428391177,438.83212314632766,2026-07-20 00:00:00,0.3620675829059251
7008,72,0.0,0.0,0.0,0.0,0.0,0.15588544309139252,0.32061083491331777,398.52826227370576,2026-06-20 00:00:00,0.07555893257208013
7104,73,0.0,0.0,0.0,0.0,0.0,0.15285402536392212,0.31366743281446946,364.88904288866246,2026-07-26 00:00:00,0.24584318161383778
7200,74,-141.90336160451997,157.11420009291484,0.0,57.22953668916057,334.4000668198414,0.1498752236366272,0.3062960138283539,336.21200526945523,2026-06-04 00:00:00,0.8632815169294531
7296,75,-98.47164065831743,66.95504615105071,3.0,38.5339766066239,236.59838270301356,0.14683055877685547,0.29855252903478385,311.3639025885306,2026-06-16 00:00:00,0.46726548200752005
7392,76,-134.71855189199528,132.33188405019337,12.0,52.204776093585494,326.44944660600873,0.1437680572271347,0.29070541799718325,300.77022635824096,2026-06-17 00:00:00,0.7093207503104061
7488,77,0.0,0.0,0.0,0.0,0.0,0.1407081037759781,0.28296562547373133,343.06773812325054,2026-05-31 00:00:00,0.044551921205823186
7584,78,-145.17221694758254,121.26204663276559,0.0,58.81197492100835,341.88590901194715,0.13775354623794556,0.2745059637805968,402.07074610992436,2026-07-15 00:00:00,0.2602863119791793
7680,79,-148.68731754997327,121.87513745585002,0.0,72.10058020395473,302.8682974076429,0.13460542261600494,0.2664842893639964,476.34266137394576,2026-07-03 00:00:00,0.8727490703526053
7776,80,0.0,0.0,0.0,0.0,0.0,0.13156373798847198,0.25869030977812596,569.982029466322,2026-05-24 00:00:00,0.4959566611650137
7872,81,0.0,0.0,0.0,0.0,0.0,0.12861670553684235,0.2506041508606928,688.0856425925249,2026-07-28 00:00:00,0.6555318933169656
7968,82,-159.69366092465515,45.68725276779692,0.0,67.02913664164967,367.45548648719904,0.12591972947120667,0.24185202994566257,836.976659862482,2026-07-16 00:00:00,0.15462880709362392
8064,83,-165.90451143754106,103.41176707664184,0.0,71.2456389781683,375.41612414304245,0.1233806312084198,0.23340530347016963,999.9999999999998,2026-06-05 00:00:00,0.17444922652557615
8160,84,-150.4501942194247,221.94599375427762,0.0,66.60470569141587,331.37628910086795,0.12130872905254364,0.22538384603726616,999.9999999999998,2026-07-06 00:00:00,0.7705436551526158
8256,85,-151.92382642534935,119.29033108589988,0.0,62.79348886554271,353.8853108374867,0.11965082585811615,0.217374566680585,999.9999999999998,2026-06-17 00:00:00,0.5837145885771621
8352,86,0.0,0.0,0.0,0.0,0.0,0.11813176423311234,0.2094727421984893,999.9999999999998,2026-06-06 00:00:00,0.157512895171395
8448,87,-141.3691090629532,61.79133696286677,0.0,69.1567674542392,285.9177263621167,0.11684507131576538,0.1650491391579888,999.9999999999998,2026-07-02 00:00:00,0.9917378258166967
8544,88,-146.83736881145373,93.81056220484543,0.0,65.58778601158573,321.8596110459814,0.11546839773654938,0.13833198151331835,999.9999999999998,2026-05-28 00:00:00,0.9487441866897722
8640,89,-147.57758077635808,131.56707352248918,0.0,66.86965015274544,319.45017780587165,0.11426905542612076,0.12038365695360355,999.9999999999998,2026-07-09 00:00:00,0.23907615646988056
8736,90,0.0,0.0,0.0,0.0,0.0,0.1132056936621666,0.10705159438207029,999.9999999999998,2026-07-05 00:00:00,0.5170848320161254
8832,91,-149.71721205693433,259.2512120227375,0.0,64.73484714364761,336.62502013653506,0.11196697503328323,0.09649658645065581,999.9999999999998,2026-07-21 00:00:00,0.7575033513013844
8928,92,-138.1898468926881,61.62138721799179,0.0,69.01285203866688,274.5982736138824,0.11089139431715012,0.087830891586578,999.9999999999998,2026-07-24 00:00:00,0.5625193279625522
9024,93,0.0,0.0,0.0,0.0,0.0,0.10974537581205368,0.0805675413102846,999.9999999999998,2026-05-23 00:00:00,0.3637673120680114
9120,94,-139.2811409166673,193.05621919553545,0.0,65.66385629003003,290.799449308763,0.10859540849924088,0.07434702329444898,999.9999999999998,2026-06-04 00:00:00,0.3603980460483769
9216,95,0.0,0.0,0.0,0.0,0.0,0.10718437284231186,0.06894257924019236,999.9999999999998,2026-07-04 00:00:00,0.5164010654067538
9312,96,-146.241023710316,160.30429573233087,0.0,66.24631725716542,316.47298327808,0.1052514910697937,0.06417352088731049,999.9999999999998,2026-06-08 00:00:00,0.8085378264927721
9408,97,-142.2390528897688,101.3471014155149,0.0,63.18441827852149,312.00897043308953,0.10352060198783875,0.059936095441471056,953.9384604849379,2026-05-28 00:00:00,0.5566402436197139
9504,98,-138.66256044198093,263.56472982005346,0.0,66.45249984606778,286.51789005960404,0.10200653225183487,0.05614917247940593,901.832602933472,2026-07-06 00:00:00,0.9485649009523536
9600,99,-156.84512453754587,91.3699871869661,7.0,67.71585202967688,352.8085983878507,0.10008135437965393,0.052744492992322964,853.6851023047102,2026-05-25 00:00:00,0.14725189444811293
9696,100,-149.74188838510838,100.87750556181123,0.0,64.4159818861006,338.3520750521472,0.09856787323951721,0.04964587926342174,865.6995379177711,2026-06-23 00:00:00,0.909801274109284
9792,101,0.0,0.0,0.0,0.0,0.0,0.0969976857304573,0.04682232341168952,885.3451920029418,2026-07-04 00:00:00,0.4588152485142831
9888,102,-135.45568491840123,168.96209870922047,0.0,55.4870070858611,315.59941724595666,0.09563145041465759,0.04422936964674427,906.8737632370826,2026-06-05 00:00:00,0.9852030611029133
9984,103,-133.69496694270137,141.99725925350052,0.0,64.77205793165234,272.44055583325445,0.09424752742052078,0.04184783609417788,930.5334981202316,2026-07-03 00:00:00,0.9939292200439136
10080,104,-191.00830384593044,213.94848609057073,0.0,66.8264029287495,494.7087071038079,0.09293323010206223,0.039646573086279335,956.6164230502301,2026-06-29 00:00:00,0.01989252382861606
10176,105,0.0,0.0,0.0,0.0,0.0,0.09230701625347137,0.03760166588523314,985.4676408601603,2026-06-03 00:00:00,0.7655050892058425
10272,106,0.0,0.0,0.0,0.0,0.0,0.09111194312572479,0.03568964762408378,999.9999999999998,2026-06-07 00:00:00,0.19098326877930039
10368,107,0.0,0.0,0.0,0.0,0.0,0.09010333567857742,0.03390497653872298,999.9999999999998,2026-05-30 00:00:00,0.9541076875138585
10464,108,-158.65308234659062,266.5140376733574,0.0,70.07752696757655,352.17559030684856,0.08937057852745056,0.032232826274665144,999.9999999999998,2026-07-20 00:00:00,0.8790407124944424
10560,109,0.0,0.0,0.0,0.0,0.0,0.0881856232881546,0.03067525935331712,999.9999999999998,2026-07-05 00:00:00,0.13792810157141844
10656,110,-137.7602931881725,56.77390911886478,1.0,63.69971163264299,291.68132455161856,0.08765436708927155,0.02920707606506741,999.9999999999998,2026-07-24 00:00:00,0.5434688540602659
10752,111,-149.54821935818507,133.61979676149312,0.0,63.414118749800764,340.41147845475894,0.08714056760072708,0.027828804159003004,999.9999999999998,2026-06-02 00:00:00,0.4608713979201883
10848,112,0.0,0.0,0.0,0.0,0.0,0.08698049187660217,0.02652565571116788,999.9999999999998,2026-07-28 00:00:00,0.10607239728547935
10944,113,0.0,0.0,0.0,0.0,0.0,0.0866488441824913,0.02529429005055398,999.9999999999998,2026-07-04 00:00:00,0.821712588637247
11040,114,0.0,0.0,0.0,0.0,0.0,0.0860585942864418,0.024132205861326226,999.9999999999998,2026-07-05 00:00:00,0.7389607596882816
11136,115,0.0,0.0,0.0,0.0,0.0,0.08521075546741486,0.02302736109864335,999.9999999999998,2026-05-30 00:00:00,0.09799969921983598
11232,116,-135.43796839992788,111.77699833245748,0.0,58.71905574730236,304.58161015191354,0.0844949409365654,0.021982545779599336,999.9999999999998,2026-07-08 00:00:00,0.9963894683082675
11328,117,-153.7832567123101,20.59749555363603,0.0,63.99117198134286,356.96624437861635,0.08366696536540985,0.020992539045955053,999.9999999999998,2026-06-18 00:00:00,0.5729955166799555
11424,118,-146.72867764901082,45.063120337654816,0.0,64.42879724302242,326.56410084795374,0.08361276984214783,0.020052526637656456,999.9999999999998,2026-07-02 00:00:00,0.7813583525018026
11520,119,-147.71931653097482,173.21259989362576,12.0,61.75027162365943,339.93604039601536,0.08350899070501328,0.019155279992750684,999.9999999999998,2026-06-08 00:00:00,0.2730781499962368
11616,120,-138.31142944924832,276.69014090941937,0.0,64.4586280523921,292.7587975058016,0.08449193835258484,0.018306785834261097,999.9999999999998,2026-07-06 00:00:00,0.9582364853075843
11712,121,-137.9124375769774,304.6624600749757,0.0,62.7045158006387,298.6528846619615,0.0852261334657669,0.017506787207498667,999.9999999999998,2026-07-14 00:00:00,0.49533907117436193
11808,122,-153.339686477158,54.135159216915135,15.0,66.06536551309307,346.5506072592096,0.08515195548534393,0.016754902046567433,999.9999999999998,2026-07-16 00:00:00,0.16597592706676423
11904,123,0.0,0.0,0.0,0.0,0.0,0.08528589457273483,0.016037285617776398,999.9999999999998,2026-07-29 00:00:00,0.5397821089229847
12000,124,0.0,0.0,0.0,0.0,0.0,0.0857994332909584,0.015350589956752389,999.9999999999998,2026-07-25 00:00:00,0.7990745677610558
12096,125,-135.6941189764678,49.112869740472085,4.0,64.7960761758555,278.2102248725004,0.08656755089759827,0.014691863342932803,999.9999999999998,2026-06-12 00:00:00,0.19614912863160772
12192,126,0.0,0.0,0.0,0.0,0.0,0.08752574771642685,0.014065422992529723,999.9999999999998,2026-06-27 00:00:00,0.05978256184516029
12288,127,-166.1738460131216,15.788431649745274,0.0,66.76521054168093,393.7401630284852,0.08851876109838486,0.01346884425091379,999.9999999999998,2026-06-19 00:00:00,0.0796952903092617
12384,128,-96.20392016471686,67.66603701516274,0.0,47.36816328802142,192.67787520221808,0.09030202776193619,0.01290059044235923,999.9999999999998,2026-06-16 00:00:00,0.9620750814327813
12480,129,-139.1235757264356,321.4198935598449,1.0,62.428369642797875,302.59376408087064,0.09078375995159149,0.012355210931251047,999.9999999999998,2026-07-14 00:00:00,0.49111804619780075
12576,130,-146.2407105753899,95.8558680773681,0.0,66.23184131481176,316.7124652923345,0.09179099649190903,0.011840407540546735,999.9999999999998,2026-07-10 00:00:00,0.6153113529556627
12672,131,0.0,0.0,0.0,0.0,0.0,0.09419307112693787,0.011350052704346095,999.9999999999998,2026-06-07 00:00:00,0.6087807622827667
12768,132,0.0,0.0,0.0,0.0,0.0,0.09608875215053558,0.010879562029473754,999.9999999999998,2026-06-28 00:00:00,0.17690055439019758
12864,133,0.0,0.0,0.0,0.0,0.0,0.0977751612663269,0.010429907084975425,999.9999999999998,2026-05-24 00:00:00,0.4529939498195994
12960,134,-150.44306400092356,39.05248405361114,0.0,73.22608485804645,306.7734798175999,0.10099025070667267,0.010000228595269708,999.9999999999998,2026-07-24 00:00:00,0.829424141334626
13056,135,-94.10676020911626,83.86068867733267,1.0,51.167592719644816,169.7794932019396,0.10286346077919006,0.009590034299787867,999.9999999999998,2026-06-16 00:00:00,0.5357327403627863
13152,136,-143.88474770232216,441.0403148007887,0.0,52.99224008127787,360.126021053108,0.1044873371720314,0.009198903288419689,999.9999999999998,2026-06-01 00:00:00,0.0312752617340345
13248,137,-142.53020911036887,98.41062168950687,0.0,67.0762009356341,298.1787355687914,0.10662221163511276,0.008828849830482294,999.9999999999998,2026-06-25 00:00:00,0.86876679903028
13344,138,0.0,0.0,0.0,0.0,0.0,0.1091403067111969,0.008475604622244805,999.9999999999998,2026-06-28 00:00:00,0.6959872956647861
13440,139,0.0,0.0,0.0,0.0,0.0,0.11011587828397751,0.008136529995811584,999.9999999999998,2026-07-04 00:00:00,0.05759519085715936
13536,140,-152.04553401309315,106.03920366988169,0.0,61.111476480684594,358.99436834007776,0.11111293733119965,0.007809512029270429,999.9999999999998,2026-07-15 00:00:00,0.0377709225253966
13632,141,-138.21144616583166,113.74846046841932,0.0,68.55656522662338,275.6831188345316,0.11133643239736557,0.007494167623149683,999.9999999999998,2026-05-28 00:00:00,0.3778363154207789
13728,142,-128.33252355333488,328.43639229105867,0.0,54.59667780579499,290.6108779965941,0.11112482845783234,0.007190032601180679,999.9999999999998,2026-06-30 00:00:00,0.9255782498192876
13824,143,-129.89229320954578,58.61247924456746,7.0,60.930067256036466,271.4659142903334,0.11108700186014175,0.006901327350024784,999.9999999999998,2026-05-27 00:00:00,0.48965285873315245
13920,144,-143.03336689906118,358.01319470092744,0.0,64.09779033861574,312.45372050876057,0.1104058101773262,0.0066254472454491415,999.9999999999998,2026-07-20 00:00:00,0.7454413263681728
14016,145,-138.6579966095949,135.3193907079473,0.0,67.49215592641097,280.95673495589426,0.1098584458231926,0.006364167866371659,999.9999999999998,2026-07-17 00:00:00,0.7332713432977701
14112,146,-136.81007772017932,37.599520291681635,0.0,66.4259895948285,278.57022193622686,0.10928747802972794,0.006114375352668822,999.9999999999998,2026-06-26 00:00:00,0.5015424466854548
14208,147,0.0,0.0,0.0,0.0,0.0,0.10632125288248062,0.005874836569323522,999.9999999999998,2026-07-05 00:00:00,0.4022977642525629
14304,148,-146.2378186070974,184.82136161545088,0.0,56.0138118369559,356.6377641648108,0.1051291823387146,0.005644631492790944,999.9999999999998,2026-06-22 00:00:00,0.790100987994256
14400,149,-145.39010659479487,24991.535204097792,0.0,64.45702766859993,319.75764860156863,0.10246629267930984,0.005424363778216906,999.9999999999998,2026-05-21 00:00:00,0.331995441216432
14496,150,-138.07922337516274,127.39981218609641,0.0,67.7955505013891,277.7679447792705,0.1012890413403511,0.005399272820647257,999.9999999999998,2026-07-03 00:00:00,0.4067617272407521
14592,151,-148.4399631673726,150.26169031698993,0.0,65.23222770836333,329.46167192970853,0.10036491602659225,0.005394003697366559,999.9999999999998,2026-06-04 00:00:00,0.8644783600364423
14688,152,-145.47032930028618,37.86456299142366,0.0,70.27477233053146,297.9260254765313,0.10035661607980728,0.005389806419002085,999.9999999999998,2026-06-26 00:00:00,0.2288882485347038
14784,153,0.0,0.0,0.0,0.0,0.0,0.09914030134677887,0.005385887791636099,999.9999999999998,2026-06-06 00:00:00,0.6310240454216876
14880,154,-152.54947127344383,34.423498432340615,0.0,66.15558813217845,343.6067146562401,0.09908004850149155,0.005381818695070684,999.9999999999998,2026-05-27 00:00:00,0.871294558016831
14976,155,0.0,0.0,0.0,0.0,0.0,0.09817437082529068,0.005377510260647944,999.9999999999998,2026-07-04 00:00:00,0.0576026803302383
15072,156,-143.06168472370427,107.43347603928082,0.0,65.66524473896821,306.62453771617163,0.09791921824216843,0.005372124244466169,999.9999999999998,2026-05-28 00:00:00,0.8370607751636202
15168,157,0.0,0.0,0.0,0.0,0.0,0.09700700640678406,0.005362779679086166,999.9999999999998,2026-07-28 00:00:00,0.46368917502033724
15264,158,0.0,0.0,0.0,0.0,0.0,0.09622910618782043,0.005351514924464582,999.9999999999998,2026-06-21 00:00:00,0.34969116435067915
15360,159,0.0,0.0,0.0,0.0,0.0,0.09642606228590012,0.0053396291428802175,999.9999999999998,2026-06-21 00:00:00,0.1114017954830191
15456,160,-137.633076102565,274.7329434891395,0.0,52.601006582743835,337.4645434330082,0.09717622399330139,0.005327215457021737,999.9999999999998,2026-06-30 00:00:00,0.9914745819018309
15552,161,-148.45752183360796,22.49513837205626,10.0,55.0531173232745,370.9728386530627,0.0975247249007225,0.005316426780005298,999.9999999999998,2026-05-26 00:00:00,0.1302551179916266
15648,162,0.0,0.0,0.0,0.0,0.0,0.098372682929039,0.005304155830621209,999.9999999999998,2026-05-31 00:00:00,0.8822691572577839
15744,163,0.0,0.0,0.0,0.0,0.0,0.10065820813179016,0.005286599883472215,999.9999999999998,2026-05-31 00:00:00,0.8777906901479641
