step,episode,return,cost_comfort,cost_vent,fan_kwh,coil_kwh_th,alpha,lam_comfort,lam_vent,date,lam_dr
3072,31,-135.21822698082119,12611.392980376022,0.0,63.53774504175762,280.3484827985512,0.3995667099952698,4.4893436155422455,3.517705185898923,2026-07-03 00:00:00,0.8602833438262704
3168,32,0.0,0.0,0.0,0.0,0.0,0.3883915841579437,4.783063843797152,3.7443608065003686,2026-05-30 00:00:00,0.6401103577224783
3264,33,-118.69783193890756,10665.198630185863,0.0,46.100101969607344,285.854520151381,0.37751418352127075,5.096924915355507,3.990003868862725,2026-07-14 00:00:00,0.3403920197759168
3360,34,-131.24428554959024,11933.964692383133,0.0,62.77306179188337,268.70611914451666,0.3669334053993225,5.432926230938097,4.255971563586236,2026-07-08 00:00:00,0.45378675420210657
3456,35,0.0,0.0,0.0,0.0,0.0,0.3566800057888031,5.7865893717193,4.543899279529665,2026-06-27 00:00:00,0.17554731069557972
3552,36,-140.23745640190845,12936.330416453311,0.0,61.425084182867934,309.441565351406,0.3467329442501068,6.159900428122827,4.855606465974391,2026-07-24 00:00:00,0.3981269103323889
3648,37,-128.27924025527994,16870.44682022326,8.0,56.016103509136286,283.4808196684049,0.3370925784111023,6.555636014040091,5.193432529441562,2026-07-02 00:00:00,0.13981713788607208
3744,38,0.0,0.0,0.0,0.0,0.0,0.32772335410118103,6.971577894717551,5.559531055516812,2026-06-03 00:00:00,0.16801231312639642
3840,39,0.0,0.0,0.0,0.0,0.0,0.3186355233192444,7.410553046204148,5.9563674324396105,2026-07-04 00:00:00,0.11653150644838661
3936,40,-125.37671116378421,10348.554293574998,0.0,60.526661645282154,255.14966681039616,0.3098653554916382,7.874806242338312,6.38571237010945,2026-07-15 00:00:00,0.45985590330482073
4032,41,-135.68133074396783,13835.0070371973,0.0,54.26885714601136,320.5169664139162,0.3013259172439575,8.37342638237768,6.850649562503807,2026-05-26 00:00:00,0.07919485390231362
4128,42,-137.63583372344607,11768.186757409383,0.0,58.41013967654141,313.2653439599304,0.29306676983833313,8.908562173740725,7.343695393936193,2026-07-27 00:00:00,0.3929091029426286
4224,43,-136.1088836515424,11307.878350026294,0.0,60.563578708918165,297.254796261509,0.28498128056526184,9.48929150593579,7.868555663928069,2026-05-28 00:00:00,0.3771936627402631
4320,44,-134.11619190627013,12622.794985392433,0.0,59.92006092968969,291.0686225498482,0.2771390974521637,10.12494870678155,8.42932514799914,2026-07-24 00:00:00,0.9044857157079337
4416,45,0.0,0.0,0.0,0.0,0.0,0.26953935623168945,10.8136694124354,9.030508699887683,2026-07-12 00:00:00,0.09420475435030096
4512,46,-126.74484583861828,16108.85752441806,0.0,61.23422270330751,258.7544514262123,0.2621507942676544,11.561335168476216,9.644108126090353,2026-07-22 00:00:00,0.6068978764065305
4608,47,-130.20347280701031,12933.713287264813,0.0,56.42549332328112,289.3394738950406,0.2550223767757416,12.359623891380263,10.241318098042122,2026-07-03 00:00:00,0.6885223563858179
4704,48,0.0,0.0,0.0,0.0,0.0,0.24805960059165955,13.215140772175902,10.819845121866743,2026-06-27 00:00:00,0.8859525485803674
4800,49,0.0,0.0,0.0,0.0,0.0,0.24129562079906464,14.123037963266075,11.377977790821376,2026-05-23 00:00:00,0.8273906698011273
4896,50,0.0,0.0,0.0,0.0,0.0,0.23469267785549164,15.078852719884592,11.914534651141697,2026-06-27 00:00:00,0.4450874509866629
4992,51,-137.77830297534155,13072.80452407525,7.0,65.16377458017239,286.83159193496573,0.2283221185207367,16.090337047973286,12.444017045465339,2026-05-26 00:00:00,0.17372762911914474
5088,52,0.0,0.0,0.0,0.0,0.0,0.22217321395874023,17.165491872475894,12.967408923478196,2026-06-03 00:00:00,0.05731637478910534
5184,53,-136.40257062540206,12110.111476730202,0.0,60.71109998266217,299.18262854221473,0.21620959043502808,18.315766212199268,13.485912069592274,2026-07-09 00:00:00,0.1354559457433968
5280,54,-128.72890714615738,22208.94479698705,0.0,59.00322225719892,274.97491041928845,0.21040770411491394,19.56920154017364,14.000910157665693,2026-07-07 00:00:00,0.15023458893289288
5376,55,0.0,0.0,0.0,0.0,0.0,0.2047690898180008,19.999999999999996,14.513938319408213,2026-07-28 00:00:00,0.3502802722786751
5472,56,-133.09154790038272,9146.201439167458,0.0,64.88144091251611,270.33556969675556,0.1992778480052948,19.999999999999996,15.026658249943234,2026-07-06 00:00:00,0.9618875098729293
5568,57,0.0,0.0,0.0,0.0,0.0,0.1939759999513626,19.999999999999996,15.511908669496808,2026-07-26 00:00:00,0.3191510922004507
5664,58,-135.75181458937917,9147.965145672086,0.0,58.08828342257066,307.646697138119,0.1888059824705124,19.999999999999996,15.970312112463226,2026-06-04 00:00:00,0.469381984423617
5760,59,-121.91312661132339,11122.747737174019,0.0,57.27871236194158,256.03726661846156,0.183782160282135,19.999999999999996,16.402715358245555,2026-07-01 00:00:00,0.6073411965836065
5856,60,-121.68471719229743,6022.791470396506,0.0,24.76679790880577,385.1143134728165,0.17894047498703003,19.999999999999996,16.810137487596116,2026-07-18 00:00:00,0.5361623674066595
5952,61,-128.95988846855613,11039.712938147266,0.0,61.44158876338281,266.3399196182718,0.17422975599765778,19.999999999999996,17.193724313083408,2026-07-09 00:00:00,0.2578895585293718
6048,62,0.0,0.0,0.0,0.0,0.0,0.1696002334356308,19.999999999999996,17.55470909112882,2026-07-04 00:00:00,0.8846235701336349
6144,63,0.0,0.0,0.0,0.0,0.0,0.16516730189323425,19.999999999999996,17.89437921341648,2026-06-03 00:00:00,0.0679349668540542
6240,64,-121.12420047582192,31180.44714554299,0.0,60.28359408411439,240.3047946647857,0.16079531610012054,19.999999999999996,18.214048438926966,2026-05-22 00:00:00,0.8984653229958568
6336,65,0.0,0.0,0.0,0.0,0.0,0.15656061470508575,19.999999999999996,18.51503414886395,2026-07-12 00:00:00,0.20266933626977635
6432,66,-132.79804654419507,10632.738199217849,0.0,60.02854884686933,287.6242172147211,0.15246552228927612,19.999999999999996,18.798639071548926,2026-07-14 00:00:00,0.9452086197595266
6528,67,-114.30021234664046,5620.283821655644,0.0,22.708564710200807,364.8174331234993,0.14847779273986816,19.999999999999996,19.06613692121547,2026-07-19 00:00:00,0.3038790019878357
6624,68,-119.66000957470563,15919.634317394944,4.0,57.14875203398075,246.20967125301456,0.14466175436973572,19.999999999999996,19.344388898110765,2026-07-22 00:00:00,0.667436085118439
6720,69,0.0,0.0,0.0,0.0,0.0,0.1409188210964203,19.999999999999996,19.633771383327073,2026-06-28 00:00:00,0.7033124550228095
6816,70,-123.3989004769246,12653.932698719955,7.0,57.97180253237005,257.41964975939686,0.13729076087474823,19.999999999999996,19.98187730529786,2026-06-25 00:00:00,0.7509869213108701
6912,71,-125.83787503667928,16613.83490278336,0.0,50.774140821608505,296.36984963332344,0.13372480869293213,19.999999999999996,19.999999999999996,2026-06-30 00:00:00,0.8147379558537947
7008,72,-124.37608566182656,15769.238635925354,0.0,61.23615084188499,249.08354223142027,0.13023923337459564,19.999999999999996,19.999999999999996,2026-07-22 00:00:00,0.7670146727031021
7104,73,-110.30736803509768,5340.090591825674,0.0,22.483542343452168,349.63769750115597,0.12680761516094208,19.999999999999996,19.999999999999996,2026-07-19 00:00:00,0.3985158411423124
7200,74,0.0,0.0,0.0,0.0,0.0,0.1234993264079094,19.999999999999996,19.999999999999996,2026-07-12 00:00:00,0.030178103704912695
7296,75,-121.36658891525374,39781.69415825464,0.0,54.3570236320586,264.13609216460975,0.12030229717493057,19.999999999999996,19.999999999999996,2026-05-21 00:00:00,0.6319094657950619
7392,76,-140.05053403725483,12645.446879544665,0.0,61.36668246313871,310.4732006024496,0.1171552911400795,19.999999999999996,19.999999999999996,2026-07-08 00:00:00,0.06432427402689855
7488,77,0.0,0.0,0.0,0.0,0.0,0.11411076784133911,19.999999999999996,19.999999999999996,2026-05-24 00:00:00,0.05669536177620438
7584,78,-134.6837162433233,14098.06591820254,0.0,54.50640748851416,317.0702436912665,0.11111333221197128,19.999999999999996,19.999999999999996,2026-05-26 00:00:00,0.5955808898300946
7680,79,-147.6586546966624,9907.633086680502,0.0,69.43648082663226,310.96229850725325,0.10819746553897858,19.999999999999996,19.999999999999996,2026-06-22 00:00:00,0.6889638504363613
7776,80,-137.2256123768912,13719.176322943951,3.0,60.784111812092895,301.3021715147976,0.10535741597414017,19.999999999999996,19.999999999999996,2026-06-25 00:00:00,0.12165940399328568
7872,81,-126.417963267124,16154.42703560856,0.0,63.85718833211763,246.12018291372254,0.10259250551462173,19.999999999999996,19.999999999999996,2026-06-12 00:00:00,0.5867477164202771
7968,82,-117.38852760597767,5602.368651620474,0.0,25.38620144773963,366.6688476725274,0.09987147897481918,19.999999999999996,19.999999999999996,2026-07-19 00:00:00,0.3564493822207585
8064,83,-127.84610702122869,12439.68307080394,1.0,53.42930980441704,294.2955618094557,0.09724927693605423,19.999999999999996,19.999999999999996,2026-07-01 00:00:00,0.23240929985178704
8160,84,0.0,0.0,0.0,0.0,0.0,0.0947328507900238,19.999999999999996,19.999999999999996,2026-06-21 00:00:00,0.682970811202149
8256,85,-139.74329314051323,14745.334521948871,3.0,64.841516942753,295.2703102551786,0.09226638078689575,19.999999999999996,19.999999999999996,2026-06-19 00:00:00,0.22378943596544876
8352,86,-138.54856079272338,16587.21700806484,1.0,69.54889544272494,273.012150766186,0.08987957239151001,19.999999999999996,19.999999999999996,2026-06-12 00:00:00,0.2197766202848157
8448,87,-132.5770593182554,9168.73658206989,0.0,55.21707402764466,305.82705506456966,0.08755390346050262,19.999999999999996,19.999999999999996,2026-06-01 00:00:00,0.19814605615240677
8544,88,0.0,0.0,0.0,0.0,0.0,0.08531003445386887,19.999999999999996,19.999999999999996,2026-06-21 00:00:00,0.2503780798708063
8640,89,-123.42281661364714,11915.638036575185,0.0,64.01782256328694,233.87719053379408,0.08313217014074326,19.999999999999996,19.999999999999996,2026-06-25 00:00:00,0.7377301877235554
8736,90,0.0,0.0,0.0,0.0,0.0,0.08099287003278732,19.999999999999996,19.999999999999996,2026-06-21 00:00:00,0.6591177751450805
8832,91,-133.25969173854537,8594.218977697601,0.0,63.55123017006235,276.7213255434973,0.07888466119766235,19.999999999999996,19.999999999999996,2026-06-05 00:00:00,0.5139926979041869
8928,92,-145.45212449210013,9705.15050915962,2.0,63.57929229315548,322.7860375613373,0.07683569192886353,19.999999999999996,19.999999999999996,2026-07-13 00:00:00,0.6182124994478703
9024,93,-135.80328838451678,22359.45628212845,0.0,67.29033228788334,270.557911043106,0.07483750581741333,19.999999999999996,19.999999999999996,2026-07-07 00:00:00,0.7000690895170062
9120,94,-134.1842041229647,13617.723599201212,0.0,70.34276595198938,253.4276232788757,0.07291195541620255,19.999999999999996,19.999999999999996,2026-06-19 00:00:00,0.8059755953552212
9216,95,-128.96528801271245,6128.747289557598,0.0,28.919000794765786,397.1063496687484,0.071038156747818,19.999999999999996,19.999999999999996,2026-07-18 00:00:00,0.2532799851430736
9312,96,-127.35359318813916,40305.45311925695,1.0,55.60538197660324,282.8598995102171,0.06920762360095978,19.999999999999996,19.999999999999996,2026-05-21 00:00:00,0.4452430929337311
9408,97,-144.76823396855474,12226.51414584397,0.0,56.03761184041701,351.01865628572705,0.06743316352367401,19.999999999999996,19.999999999999996,2026-07-14 00:00:00,0.11008397973358264
9504,98,-166.57772620300747,20875.703761862456,0.0,63.7838244131034,407.04243310628874,0.06568588316440582,19.999999999999996,19.999999999999996,2026-06-12 00:00:00,0.02968915413401918
9600,99,-132.12184968566584,12612.601559808547,0.0,67.7335838395641,254.44780134156406,0.06398983299732208,19.999999999999996,19.999999999999996,2026-06-25 00:00:00,0.8051094118484303
9696,100,-124.81978192127923,21487.732597318616,0.0,63.31043299664954,242.69177888037888,0.06234792619943619,19.999999999999996,19.999999999999996,2026-07-07 00:00:00,0.7640328729641473
9792,101,-163.96776298958738,15973.181462001427,0.0,70.70202356360927,370.1550085520878,0.06073286756873131,19.999999999999996,19.999999999999996,2026-06-26 00:00:00,0.0544490434193573
9888,102,0.0,0.0,0.0,0.0,0.0,0.059195227921009064,19.999999999999996,19.999999999999996,2026-07-04 00:00:00,0.8334924025897329
9984,103,-124.5451071517493,12622.864704408847,0.0,48.404697000499375,301.5899110038116,0.05769606679677963,19.999999999999996,19.999999999999996,2026-07-01 00:00:00,0.3889384901944787
10080,104,0.0,0.0,0.0,0.0,0.0,0.05622207373380661,19.999999999999996,19.999999999999996,2026-06-20 00:00:00,0.16208632915201204
10176,105,0.0,0.0,0.0,0.0,0.0,0.05479241907596588,19.999999999999996,19.999999999999996,2026-05-23 00:00:00,0.059585054200560816
10272,106,-129.34658813480698,12596.481689930126,0.0,52.49797362944459,303.74159638958804,0.05341937020421028,19.999999999999996,19.999999999999996,2026-07-01 00:00:00,0.2257914953694744
10368,107,-101.04877497539822,36663.835733196494,0.0,48.55026417029581,206.18853413293155,0.05210021138191223,19.999999999999996,19.999999999999996,2026-05-20 00:00:00,0.28550795426543685
10464,108,-137.07069038276833,10838.818817808185,0.0,65.94713851743502,281.4466527901696,0.05082934349775314,19.999999999999996,19.999999999999996,2026-07-27 00:00:00,0.42146294590711064
10560,109,-132.5849666941143,8743.734043124872,0.0,60.77455768230169,282.9373936742906,0.04959637299180031,19.999999999999996,19.999999999999996,2026-07-21 00:00:00,0.901380844842179
10656,110,-139.3753400240852,15836.0908611727,0.0,67.31912352897879,285.21523623035523,0.04838606342673302,19.999999999999996,19.999999999999996,2026-06-30 00:00:00,0.3112676176889875
10752,111,-152.86345797011276,14309.575545525153,0.0,59.93942957345134,368.3267290975987,0.047182872891426086,19.999999999999996,19.999999999999996,2026-07-01 00:00:00,0.06438421965611063
10848,112,0.0,0.0,0.0,0.0,0.0,0.04602212458848953,19.999999999999996,19.990251805722625,2026-06-28 00:00:00,0.9993422610157658
10944,113,0.0,0.0,0.0,0.0,0.0,0.044860053807497025,19.999999999999996,19.93858170362308,2026-07-29 00:00:00,0.9650664163767769
11040,114,-117.10710876776069,14902.541962536405,0.0,62.24579100166149,217.4029117245599,0.043728820979595184,19.999999999999996,19.849281600953226,2026-06-12 00:00:00,0.3633686220313411
11136,115,-140.1246585397492,17718.09557414072,0.0,60.25653486110395,316.8188245755663,0.042645905166864395,19.999999999999996,19.726504675397305,2026-06-12 00:00:00,0.034034604075428576
11232,116,-156.62897586951027,12976.45857817319,0.0,58.736355632299954,389.19370519690784,0.04161467403173447,19.999999999999996,19.565831570637787,2026-07-10 00:00:00,0.040159293579426825
11328,117,0.0,0.0,0.0,0.0,0.0,0.04058331996202469,19.999999999999996,19.372144223282138,2026-06-21 00:00:00,0.07868260960486351
11424,118,-114.20329615634877,15188.850119796134,0.0,60.14624491302222,214.66508164290653,0.03960945084691048,19.999999999999996,19.150056856429487,2026-06-12 00:00:00,0.4815008070732193
11520,119,-96.82078415520935,36574.89550912653,2.0,47.092905196811586,194.9239148574221,0.03866471350193024,19.999999999999996,18.919746652376933,2026-05-20 00:00:00,0.3452669434693917
11616,120,-125.29457456241043,12337.097145456268,0.0,59.39729337527919,260.8515536623864,0.037753622978925705,19.999999999999996,18.682853877104183,2026-07-16 00:00:00,0.4201471419676579
11712,121,0.0,0.0,0.0,0.0,0.0,0.03683287650346756,19.999999999999996,18.440853282128423,2026-06-07 00:00:00,0.7155473090653591
11808,122,0.0,0.0,0.0,0.0,0.0,0.03597218170762062,19.999999999999996,18.195064563148467,2026-06-07 00:00:00,0.4530716663880541
11904,123,-135.04406418027645,10924.216279734697,0.0,58.75030160710382,303.4875491539438,0.035138584673404694,19.999999999999996,17.946663103948534,2026-07-10 00:00:00,0.7503513938347398
12000,124,-96.19297065799904,36355.75242518369,0.0,47.67721999014706,189.60096215965882,0.03434845060110092,19.999999999999996,17.696690759587092,2026-05-20 00:00:00,0.9356691272672173
12096,125,-130.97900934994135,10554.097815560404,2.0,60.53559116553115,279.6433602645375,0.03354737535119057,19.999999999999996,17.459985162248984,2026-07-27 00:00:00,0.35327000934159647
12192,126,-132.86703026598695,40512.75958590333,8.0,61.25406269858961,281.49790392350434,0.032745033502578735,19.999999999999996,17.290342873704592,2026-05-21 00:00:00,0.6838774314367261
12288,127,-125.59895994020859,10921.970610151337,0.0,57.50278296643383,268.6106790204683,0.03195059671998024,19.999999999999996,17.179427932459465,2026-05-28 00:00:00,0.7526907013658507
12384,128,-140.6210150737517,9811.134309004832,4.0,58.93720404530704,323.91587910255345,0.031187403947114944,19.999999999999996,17.147482610281354,2026-06-05 00:00:00,0.16523407308500138
12480,129,-126.4770716304774,15981.357853907104,0.0,58.08504922916205,269.827764838034,0.03042149916291237,19.999999999999996,17.186302554030654,2026-05-27 00:00:00,0.5599635251804296
12576,130,-109.9604208411015,5381.951533141851,0.0,21.781618872983255,351.48031831153986,0.029687950387597084,19.999999999999996,17.289604482975026,2026-07-19 00:00:00,0.2554353655906014
12672,131,-149.8950305501301,14577.39611733026,0.0,62.19006816720597,347.8333453325319,0.028964394703507423,19.999999999999996,17.45264627727844,2026-07-16 00:00:00,0.04945266113406743
12768,132,-139.46656691939137,40509.48745069932,0.0,52.97892667862278,342.9194287408703,0.028289321810007095,19.999999999999996,17.67194777479779,2026-05-20 00:00:00,0.034011082887652866
12864,133,-137.8780075321249,13141.761241440594,1.0,58.60687101618178,314.4883146562496,0.02762596309185028,19.999999999999996,17.952228237657184,2026-07-24 00:00:00,0.09513295278782874
12960,134,-139.95174645859146,40651.81018896257,6.0,66.86377752448297,288.2744743389821,0.026955612003803253,19.999999999999996,18.335345243002756,2026-05-21 00:00:00,0.6884563985801188
13056,135,-140.3070227877998,40020.75886298647,0.0,70.16170595787777,276.09872845321786,0.026320459321141243,19.999999999999996,18.819339993796277,2026-05-21 00:00:00,0.7713920308544105
13152,136,0.0,0.0,0.0,0.0,0.0,0.025712376460433006,19.999999999999996,19.404637235071224,2026-05-24 00:00:00,0.9363147943893985
13248,137,-114.78693061985608,5652.937138068156,0.0,22.2631748016804,368.4445458666928,0.02509651705622673,19.999999999999996,19.999999999999996,2026-07-19 00:00:00,0.9001435827853224
13344,138,-91.36023171843276,8757.98509175978,2.0,42.506738975387506,192.77834934662354,0.024520915001630783,19.999999999999996,19.999999999999996,2026-06-16 00:00:00,0.36908902713629077
13440,139,-129.6231694761431,12081.51168857596,0.0,61.38339369183604,270.7291151501539,0.02397019974887371,19.999999999999996,19.999999999999996,2026-07-03 00:00:00,0.34668155018032243
13536,140,-125.58884490064955,10738.268082974666,0.0,60.40702654047765,257.1982075600196,0.02341545559465885,19.999999999999996,19.999999999999996,2026-07-09 00:00:00,0.4380012039573046
13632,141,-133.84678896438683,12087.974461985523,4.0,61.86783341355782,284.3736668432631,0.022911475971341133,19.999999999999996,19.999999999999996,2026-07-01 00:00:00,0.25979395685408313
13728,142,-130.85600041430328,16186.133620298775,6.0,62.25196065406385,270.40635198082515,0.02239503711462021,19.999999999999996,19.999999999999996,2026-05-27 00:00:00,0.36718436182650915
13824,143,-141.21324511697725,11261.280854872954,0.0,60.58069969111202,318.4165326782793,0.021911533549427986,19.999999999999996,19.999999999999996,2026-06-24 00:00:00,0.28795704108469944
13920,144,0.0,0.0,0.0,0.0,0.0,0.021414605900645256,19.999999999999996,19.999999999999996,2026-07-29 00:00:00,0.20619153505360377
14016,145,-135.69293214721665,13722.323567388987,0.0,60.382622053556354,297.0485684269534,0.02095375768840313,19.999999999999996,19.999999999999996,2026-05-26 00:00:00,0.999149484865675
14112,146,-129.576545735858,16245.233142369612,0.0,57.29245207866338,284.98388310111795,0.02053314633667469,19.999999999999996,19.999999999999996,2026-06-30 00:00:00,0.39357639886428153
14208,147,-127.1760054742162,12126.583315214102,0.0,59.79558291243847,266.21491532597304,0.020096035674214363,19.999999999999996,19.999999999999996,2026-07-23 00:00:00,0.901175401880524
14304,148,0.0,0.0,0.0,0.0,0.0,0.01970512419939041,19.999999999999996,19.999999999999996,2026-06-28 00:00:00,0.6815967085067011
14400,149,-132.9730693224468,40033.08579663498,0.0,65.06256178947326,267.93775376059887,0.019294897094368935,19.999999999999996,19.999999999999996,2026-05-21 00:00:00,0.8318020084065566
14496,150,-140.32264865660238,11486.433790607887,0.0,60.30191716459098,316.4394041081489,0.01895333267748356,19.999999999999996,19.999999999999996,2026-07-14 00:00:00,0.5980541313737264
14592,151,-148.67565024624798,11091.896509636666,0.0,59.73424235139701,352.9910264247904,0.018544266000390053,19.999999999999996,19.999999999999996,2026-06-22 00:00:00,0.5484828581055478
14688,152,-135.50472133986185,9558.168602978345,1.0,54.97846441965244,318.8870928637273,0.018151143565773964,19.999999999999996,19.999999999999996,2026-07-21 00:00:00,0.6528074122814598
14784,153,-138.35418368765124,10924.075579784323,5.0,60.79319836137106,306.38487481675526,0.017774377018213272,19.999999999999996,19.999999999999996,2026-07-10 00:00:00,0.28558630116659234
14880,154,-127.77919011730185,10794.97508163606,0.0,60.53882450257983,265.7061034125642,0.01741345040500164,19.999999999999996,19.999999999999996,2026-05-28 00:00:00,0.9005719677306405
14976,155,-143.37311909143241,16613.581922205976,1.0,62.45407141161393,320.06560949203595,0.01706116460263729,19.999999999999996,19.999999999999996,2026-06-02 00:00:00,0.2339477375465474
15072,156,-135.90332621916875,9575.913264340366,0.0,56.28411660141309,314.57258206606383,0.01673625409603119,19.999999999999996,19.999999999999996,2026-06-05 00:00:00,0.9157905312312988
15168,157,-128.8774537634559,16188.81662054894,4.0,60.80676979038041,269.128557415484,0.016422534361481667,19.999999999999996,19.999999999999996,2026-07-02 00:00:00,0.19230331415273993
15264,158,-135.6168129293872,10789.03827846695,0.0,60.39102526080847,298.0215422148922,0.01612742617726326,19.999999999999996,19.999999999999996,2026-07-14 00:00:00,0.8949669249075056
15360,159,-124.91392044136529,16234.74278324899,0.0,55.943369987412474,273.2595326680788,0.015819573774933815,19.999999999999996,19.999999999999996,2026-05-27 00:00:00,0.43924408234754697
15456,160,0.0,0.0,0.0,0.0,0.0,0.01551958080381155,19.999999999999996,19.999999999999996,2026-05-30 00:00:00,0.8780916562559539
15552,161,-113.41798877998629,5406.296165602944,0.0,20.24653812014522,371.38474552811596,0.01521285343915224,19.999999999999996,19.999999999999996,2026-07-19 00:00:00,0.048907973869261157
15648,162,-125.80977011210094,14538.19558214309,0.0,55.9228363865232,275.9682645010635,0.014899145811796188,19.999999999999996,19.999999999999996,2026-06-19 00:00:00,0.8756574589248265
15744,163,0.0,0.0,0.0,0.0,0.0,0.014618935063481331,19.999999999999996,19.999999999999996,2026-07-12 00:00:00,0.4264682175492651
