ahu,steps,steps_no_clipping,max_abs_flow_gap_no_clipping,loss_own_pct,loss_tot_pct
1,2681,1888,7.958941190764672e-16,0.45318226287542895,0.1063216278822221
2,2681,1686,1.1929014432153241e-15,1.1097472104096728,0.1529909461954193
