ahu,cut_fraction,steps,median_damper_scaling,steps_with_any_clipping,loss_own_lam0_pct,loss_tot_lam0_pct,loss_own_lam0.25_pct,loss_tot_lam0.25_pct,loss_own_lam0.5_pct,loss_tot_lam0.5_pct,loss_own_lam0.75_pct,loss_tot_lam0.75_pct,loss_own_lam1_pct,loss_tot_lam1_pct
1,0.2,2681,1.1374527382378028,793,10.788898123089641,10.788898123089641,8.191089455844958,8.103437318203177,5.60275019486528,5.428091424426906,3.0235506317536465,2.762498811214864,0.45318226287542895,0.1063216278822221
2,0.2,2681,1.113640802789053,995,14.916113172358191,14.916113172358191,11.53113043126891,11.300217091860087,8.101357139536159,7.6339486465589745,4.627375960909852,3.9179886343059467,1.1097472104096728,0.1529909461954193
