ahu,episode,sp_ratio,damper_mean_pre,damper_mean_observed_post,damper_mean_fa_predicted,observed_delta_pts,fa_predicted_delta_pts
1,2,0.8957581818181818,45.48704347826087,44.40970869565218,48.470964400331496,-1.0773347826086948,2.9839209220706238
1,7,0.9604080459770115,47.992999999999995,45.75483478260871,49.125146130422486,-2.238165217391284,1.1321461304224911
1,12,0.7248324018669081,53.283,45.51567391304348,62.84942516770055,-7.767326086956523,9.566425167700551
1,13,0.8890923217550273,43.19268695652174,44.38766304347826,46.224951245177735,1.1949760869565225,3.0322642886559947
1,15,0.9148400391859614,48.66661521739129,48.0505652173913,51.085829970085854,-0.6160499999999871,2.4192147526945647
1,20,0.8524185999943049,45.10118695652174,45.51718260869565,49.428357576028475,0.4159956521739119,4.327170619506738
1,22,0.9810304878048781,46.68705217391304,45.51104782608696,47.20598303059162,-1.1760043478260798,0.5189308566785797
