ahu,cut_fraction,steps,loss_frozen_pct,loss_compensating_pct,median_damper_scaling,median_clipped_boxes,steps_with_any_clipping,max_share_shift
1,0.2,2681,10.788898123089641,0.1063216278822221,1.1374527382378026,0.0,793,0.01664451418547174
2,0.2,2681,14.916113172358191,0.1529909461954193,1.1136408027890528,0.0,995,0.01671265797379181
