ahu,episode,n_treated,n_control,sp_ratio,flow_ratio_observed,share_allocation_error_pct,mean_damper_treated,mean_damper_control,saturated_share_treated,saturated_share_control
1,2,25,8,0.8957581818181818,0.884621066164928,5.370034066297139,44.729208695652176,45.65291739130434,0.0,0.0
1,7,3,8,0.9604080459770115,0.9255054783339175,9.574020372850885,47.017826086956525,47.20762826086957,0.0,0.0
1,12,5,4,0.7248324018669081,0.7884808519724036,4.6315649007254915,45.920226086956525,52.61598695652173,0.0,0.13043478260869565
1,13,8,8,0.8890923217550273,0.9804108303320562,8.852631240450663,44.44631739130435,43.12015652173913,0.0,0.0
1,15,10,8,0.9148400391859614,0.9690642565070989,5.695504517975761,47.828986956521746,48.4404195652174,0.0,0.0
1,16,12,8,1.0006837782340863,0.9331571968661003,4.898007159406085,45.481191304347824,47.57711521739131,0.0,0.0
1,20,3,8,0.8524185999943049,0.9683582073263679,5.328468840151383,45.34118260869565,44.931856521739135,0.0,0.0
1,22,3,8,0.9810304878048781,0.9749890330439249,4.037992925787591,45.54162173913043,47.11599130434783,0.0,0.0
