ahu,ln_C,q,s,r2,r2_conductance_only,r2_pressure_only,n_steps
1,5.620828213193206,0.8864315678470339,0.5116199548265595,0.42429288247293007,9.807363974267957e-07,0.15379253195316944,2681
2,3.072304456821664,1.5007482420281393,0.7238950503442901,0.6394673678169658,0.33980655743045585,0.0016342479691102696,2681
